;transcript_id;Raiz_Seca_logFC;logCPM;PValue;FDR;uniprot_name
510;TRINITY_DN16664_c0_g1_i11;-0.894;2.7606;0.00195;0.00927;POLR1_ARATH
511;TRINITY_DN16664_c0_g1_i11;-0.894;2.7606;0.00195;0.00927;POLR1_ARATH
512;TRINITY_DN1667_c0_g1_i2;0.624;4.119;9.57e-07;1.06e-05;IAA8_ARATH
513;TRINITY_DN1667_c0_g2_i1;0.978;4.1736;1.5e-08;2.53e-07;IAA9_ARATH
514;TRINITY_DN1668_c0_g1_i16;0.644;3.8889;1.53e-05;0.000128;EXPA4_ARATH
515;TRINITY_DN1668_c0_g1_i16;0.644;3.8889;1.53e-05;0.000128;EXPA4_ARATH
516;TRINITY_DN1668_c0_g1_i4;0.526;3.1069;0.00782;0.0309;EXPA6_ARATH
517;TRINITY_DN1668_c0_g1_i4;0.526;3.1069;0.00782;0.0309;EXPA6_ARATH
518;TRINITY_DN1675_c0_g1_i18;0.744;3.8427;0.00149;0.00755;CUL3A_ARATH
519;TRINITY_DN1679_c0_g1_i1;0.783;5.0434;2.65e-12;1.11e-10;PTR8_ARATH
520;TRINITY_DN1679_c0_g1_i6;1.44;4.7226;2.27e-16;2.61e-14;PTR8_ARATH
521;TRINITY_DN1679_c0_g1_i6;1.44;4.7226;2.27e-16;2.61e-14;PTR8_ARATH
522;TRINITY_DN16839_c0_g1_i2;-0.736;4.4588;9.38e-10;2.07e-08;Y3550_ARATH
523;TRINITY_DN16839_c0_g1_i9;-1.85;4.1802;2.89e-14;1.9e-12;Y3550_ARATH
524;TRINITY_DN1685_c0_g1_i36;-1.52;3.6864;7.5e-09;1.36e-07;HMOX1_ARATH
525;TRINITY_DN16911_c0_g1_i20;1.74;2.7953;3.06e-05;0.000237;BGAL8_ARATH
526;TRINITY_DN170_c0_g2_i2;-1.9;4.6982;2.81e-20;8.29e-18;PYL5_ARATH
527;TRINITY_DN170_c0_g2_i3;-2.05;5.8663;1.62e-05;0.000135;PYL4_ARATH
528;TRINITY_DN170_c0_g2_i3;-2.05;5.8663;1.62e-05;0.000135;PYL4_ARATH
529;TRINITY_DN170_c0_g2_i3;-2.05;5.8663;1.62e-05;0.000135;PYL4_ARATH
530;TRINITY_DN17216_c0_g1_i5;2.64;4.3767;5.61e-20;1.54e-17;CHIT_PHAVU
531;TRINITY_DN17216_c0_g1_i5;2.64;4.3767;5.61e-20;1.54e-17;CHIT_PHAVU
532;TRINITY_DN17228_c0_g1_i4;-2.01;3.5111;1.88e-09;3.87e-08;PIAL2_ARATH
533;TRINITY_DN17228_c0_g1_i4;-2.01;3.5111;1.88e-09;3.87e-08;PIAL2_ARATH
534;TRINITY_DN1736_c0_g1_i1;-0.639;3.8235;3.06e-05;0.000237;OFT20_ARATH
535;TRINITY_DN174_c0_g1_i16;0.616;5.093;3.87e-11;1.2e-09;ALA1_ARATH
536;TRINITY_DN17401_c0_g1_i11;2.06;3.9321;4.61e-13;2.25e-11;FLA7_ARATH
537;TRINITY_DN17401_c0_g1_i4;1.4;4.7562;2.27e-16;2.61e-14;FLA7_ARATH
538;TRINITY_DN17401_c0_g1_i4;1.4;4.7562;2.27e-16;2.61e-14;FLA7_ARATH
539;TRINITY_DN1741_c0_g1_i2;1.57;3.9298;4.69e-10;1.11e-08;WRK41_ARATH
540;TRINITY_DN1743_c0_g2_i1;-0.565;5.0443;1.87e-07;2.57e-06;RLP44_ARATH
541;TRINITY_DN17750_c0_g1_i5;-0.636;2.7255;0.00782;0.0309;C76B6_CATRO
542;TRINITY_DN17750_c0_g1_i5;-0.636;2.7255;0.00782;0.0309;C76B6_CATRO
543;TRINITY_DN17750_c0_g1_i5;-0.636;2.7255;0.00782;0.0309;C76B6_CATRO
544;TRINITY_DN17750_c0_g1_i5;-0.636;2.7255;0.00782;0.0309;C76B6_CATRO
545;TRINITY_DN18035_c0_g1_i1;-1.33;4.7167;9.07e-16;8.76e-14;CATB1_ARATH
546;TRINITY_DN18069_c0_g1_i15;-1.52;3.9471;5.88e-11;1.72e-09;UBA2B_ARATH
547;TRINITY_DN1808_c0_g1_i7;2.06;4.597;1.12e-19;2.9e-17;GATL2_ARATH
548;TRINITY_DN18086_c0_g1_i4;-0.62;3.763;0.00052;0.00291;KCR1_ARATH
549;TRINITY_DN18177_c0_g1_i10;0.502;4.4525;3.6e-05;0.000277;Y1461_ARATH
550;TRINITY_DN18177_c0_g1_i10;0.502;4.4525;3.6e-05;0.000277;Y1461_ARATH
551;TRINITY_DN18177_c0_g1_i10;0.502;4.4525;3.6e-05;0.000277;Y1461_ARATH
552;TRINITY_DN18177_c0_g1_i10;0.502;4.4525;3.6e-05;0.000277;Y1461_ARATH
553;TRINITY_DN18177_c0_g1_i10;0.502;4.4525;3.6e-05;0.000277;Y1461_ARATH
554;TRINITY_DN18177_c0_g1_i10;0.502;4.4525;3.6e-05;0.000277;Y1461_ARATH
555;TRINITY_DN1827_c0_g1_i30;-1.96;3.7721;3.68e-12;1.44e-10;FTSHB_ARATH
556;TRINITY_DN1827_c0_g1_i30;-1.96;3.7721;3.68e-12;1.44e-10;FTSHB_ARATH
557;TRINITY_DN1841_c0_g1_i2;-0.52;4.7533;8.47e-06;7.59e-05;CHR28_ARATH
558;TRINITY_DN1844_c0_g1_i2;0.641;4.6613;1.88e-09;3.87e-08;TRPC_ARATH
559;TRINITY_DN18459_c0_g1_i12;-2.31;3.9291;2.89e-14;1.9e-12;WTR31_ARATH
560;TRINITY_DN18459_c0_g1_i12;-2.31;3.9291;2.89e-14;1.9e-12;WTR31_ARATH
561;TRINITY_DN18459_c0_g1_i12;-2.31;3.9291;2.89e-14;1.9e-12;WTR31_ARATH
562;TRINITY_DN18490_c0_g1_i5;2.19;1.978;0.00196;0.00929;KN8A_ARATH
563;TRINITY_DN18490_c0_g1_i5;2.19;1.978;0.00196;0.00929;KN8A_ARATH
564;TRINITY_DN18490_c0_g1_i5;2.19;1.978;0.00196;0.00929;KN8A_ARATH
565;TRINITY_DN18502_c0_g3_i4;-1.13;5.1955;1.19e-15;1.14e-13;AGL12_ARATH
566;TRINITY_DN18702_c0_g1_i13;0.474;4.0178;0.00235;0.011;FABG_CUPLA
567;TRINITY_DN1881_c0_g1_i9;-2.34;3.359;4.69e-10;1.11e-08;RSH3C_ARATH
568;TRINITY_DN1881_c0_g1_i9;-2.34;3.359;4.69e-10;1.11e-08;RSH3C_ARATH
569;TRINITY_DN1889_c0_g2_i42;-1.52;3.136;3.83e-06;3.7e-05;AML5_ARATH
570;TRINITY_DN1889_c0_g2_i42;-1.52;3.136;3.83e-06;3.7e-05;AML5_ARATH
571;TRINITY_DN1889_c0_g2_i42;-1.52;3.136;3.83e-06;3.7e-05;AML5_ARATH
572;TRINITY_DN1889_c0_g2_i42;-1.52;3.136;3.83e-06;3.7e-05;AML5_ARATH
573;TRINITY_DN1893_c2_g1_i1;-1.09;3.527;9.57e-07;1.06e-05;DI193_ARATH
574;TRINITY_DN1893_c2_g1_i1;-1.09;3.527;9.57e-07;1.06e-05;DI193_ARATH
575;TRINITY_DN1893_c2_g1_i1;-1.09;3.527;9.57e-07;1.06e-05;DI193_ARATH
576;TRINITY_DN1893_c2_g1_i1;-1.09;3.527;9.57e-07;1.06e-05;DI193_ARATH
577;TRINITY_DN1893_c2_g1_i1;-1.09;3.527;9.57e-07;1.06e-05;DI193_ARATH
578;TRINITY_DN1893_c2_g1_i1;-1.09;3.527;9.57e-07;1.06e-05;DI193_ARATH
579;TRINITY_DN1895_c0_g1_i5;-0.75;4.1678;2.39e-07;3.07e-06;RHRE_PEA
580;TRINITY_DN1895_c0_g1_i5;-0.75;4.1678;2.39e-07;3.07e-06;RHRE_PEA
581;TRINITY_DN18957_c0_g1_i2;-1.28;3.5488;9.57e-07;1.06e-05;ARGE_ARATH
582;TRINITY_DN18957_c0_g1_i2;-1.28;3.5488;9.57e-07;1.06e-05;ARGE_ARATH
583;TRINITY_DN18957_c0_g1_i2;-1.28;3.5488;9.57e-07;1.06e-05;ARGE_ARATH
584;TRINITY_DN19001_c0_g1_i11;0.492;4.7373;5.97e-05;0.000442;MKP1_ARATH
585;TRINITY_DN19001_c0_g1_i11;0.492;4.7373;5.97e-05;0.000442;MKP1_ARATH
586;TRINITY_DN1901_c0_g1_i5;-1.56;2.7843;0.000122;0.000817;P2A09_ARATH
587;TRINITY_DN1904_c0_g1_i10;-1.25;2.9552;0.000244;0.00151;FBK30_ARATH
588;TRINITY_DN1904_c0_g1_i10;-1.25;2.9552;0.000244;0.00151;FBK30_ARATH
589;TRINITY_DN191_c0_g2_i4;1.68;4.0806;1.47e-11;4.97e-10;KCS11_ARATH
590;TRINITY_DN191_c0_g2_i4;1.68;4.0806;1.47e-11;4.97e-10;KCS11_ARATH
591;TRINITY_DN19101_c0_g1_i18;1.73;6.0501;0.000119;0.000817;ABIL1_ARATH
592;TRINITY_DN1925_c0_g1_i41;-1.2;4.126;4.69e-10;1.11e-08;PIRL_SOLLC
593;TRINITY_DN1925_c0_g1_i41;-1.2;4.126;4.69e-10;1.11e-08;PIRL_SOLLC
594;TRINITY_DN1925_c0_g1_i41;-1.2;4.126;4.69e-10;1.11e-08;PIRL_SOLLC
595;TRINITY_DN193_c0_g1_i11;0.656;3.4203;0.000489;0.00278;RBP45_NICPL
596;TRINITY_DN19380_c0_g1_i3;1.88;2.2967;0.000977;0.00506;Y5161_ARATH
597;TRINITY_DN19380_c0_g1_i3;1.88;2.2967;0.000977;0.00506;Y5161_ARATH
598;TRINITY_DN1941_c0_g1_i17;0.693;3.1501;0.0117;0.0449;PERR_RAUSE
599;TRINITY_DN1941_c0_g1_i17;0.693;3.1501;0.0117;0.0449;PERR_RAUSE
600;TRINITY_DN1941_c0_g1_i17;0.693;3.1501;0.0117;0.0449;PERR_RAUSE
601;TRINITY_DN19475_c0_g1_i7;0.674;3.4247;0.0129;0.0491;STP7_ARATH
602;TRINITY_DN19602_c0_g1_i10;0.751;3.7846;0.000145;0.000961;IQM1_ARATH
603;TRINITY_DN19602_c0_g1_i10;0.751;3.7846;0.000145;0.000961;IQM1_ARATH
604;TRINITY_DN19607_c0_g1_i26;-0.928;3.1441;0.000244;0.00151;UVR8_ARATH
605;TRINITY_DN19607_c0_g1_i26;-0.928;3.1441;0.000244;0.00151;UVR8_ARATH
606;TRINITY_DN19614_c0_g1_i7;-1.62;2.4959;0.000489;0.00278;PP444_ARATH
607;TRINITY_DN19614_c0_g1_i7;-1.62;2.4959;0.000489;0.00278;PP444_ARATH
608;TRINITY_DN1973_c0_g2_i2;1.29;6.7419;0.0115;0.0443;CTL2_ARATH
609;TRINITY_DN1973_c0_g2_i2;1.29;6.7419;0.0115;0.0443;CTL2_ARATH
610;TRINITY_DN1978_c0_g2_i1;-1.72;8.5015;0.00417;0.018;SERA1_ARATH
611;TRINITY_DN1978_c0_g2_i1;-1.72;8.5015;0.00417;0.018;SERA1_ARATH
612;TRINITY_DN1978_c0_g2_i1;-1.72;8.5015;0.00417;0.018;SERA1_ARATH
613;TRINITY_DN1978_c0_g2_i1;-1.72;8.5015;0.00417;0.018;SERA1_ARATH
614;TRINITY_DN1978_c0_g2_i1;-1.72;8.5015;0.00417;0.018;SERA1_ARATH
615;TRINITY_DN19805_c0_g1_i12;-1.28;3.3796;0.000121;0.000817;PILS2_ARATH
616;TRINITY_DN19805_c0_g1_i12;-1.28;3.3796;0.000121;0.000817;PILS2_ARATH
617;TRINITY_DN19805_c0_g1_i12;-1.28;3.3796;0.000121;0.000817;PILS2_ARATH
618;TRINITY_DN19805_c0_g1_i12;-1.28;3.3796;0.000121;0.000817;PILS2_ARATH
619;TRINITY_DN1981_c0_g1_i10;2.04;2.9791;3.83e-06;3.7e-05;GLPK_ARATH
620;TRINITY_DN1987_c0_g1_i1;0.808;3.3207;0.000244;0.00151;DIT21_ARATH
621;TRINITY_DN1987_c0_g1_i1;0.808;3.3207;0.000244;0.00151;DIT21_ARATH
622;TRINITY_DN1987_c0_g1_i1;0.808;3.3207;0.000244;0.00151;DIT21_ARATH
623;TRINITY_DN1987_c0_g1_i1;0.808;3.3207;0.000244;0.00151;DIT21_ARATH
624;TRINITY_DN1987_c0_g1_i1;0.808;3.3207;0.000244;0.00151;DIT21_ARATH
625;TRINITY_DN1987_c0_g1_i1;0.808;3.3207;0.000244;0.00151;DIT21_ARATH
626;TRINITY_DN19912_c0_g1_i18;-1.3;3.4235;1.91e-06;1.99e-05;PHO34_ARATH
627;TRINITY_DN19912_c0_g1_i18;-1.3;3.4235;1.91e-06;1.99e-05;PHO34_ARATH
628;TRINITY_DN19912_c0_g1_i23;-3.9;4.6742;1.14e-10;3.18e-09;USPAL_ARATH
629;TRINITY_DN19933_c0_g1_i4;1.42;4.5429;2.89e-14;1.9e-12;FAAH_MEDTR
630;TRINITY_DN19933_c0_g1_i4;1.42;4.5429;2.89e-14;1.9e-12;FAAH_MEDTR
631;TRINITY_DN19933_c0_g1_i5;0.383;4.7179;0.000915;0.00501;FAAH_MEDTR
632;TRINITY_DN19933_c0_g1_i9;1.11;4.3872;1.17e-10;3.18e-09;FAAH_MEDTR
633;TRINITY_DN2003_c0_g1_i18;-1.53;3.9467;2.35e-10;5.97e-09;HIP39_ARATH
634;TRINITY_DN20085_c0_g1_i17;0.834;4.4131;3.75e-09;7.23e-08;CDI_ARATH
635;TRINITY_DN20085_c0_g1_i17;0.834;4.4131;3.75e-09;7.23e-08;CDI_ARATH
636;TRINITY_DN2009_c0_g1_i5;0.437;4.3992;0.000857;0.00471;FEY_ARATH
637;TRINITY_DN20210_c0_g2_i1;-1.7;3.378;2.39e-07;3.07e-06;HS217_ARATH
638;TRINITY_DN20233_c0_g1_i5;-1.8;8.4134;0.00307;0.0142;OSL3_ARATH
639;TRINITY_DN20233_c0_g1_i5;-1.8;8.4134;0.00307;0.0142;OSL3_ARATH
640;TRINITY_DN2030_c0_g1_i14;-0.448;4.0917;0.000275;0.00168;SRK2E_ARATH
641;TRINITY_DN20342_c0_g1_i6;-1.33;3.557;2.39e-07;3.07e-06;ERF96_ARATH
642;TRINITY_DN20342_c0_g1_i6;-1.33;3.557;2.39e-07;3.07e-06;ERF96_ARATH
643;TRINITY_DN20374_c0_g1_i34;6.79;1.8873;0.000255;0.00157;CUCM1_CUCME
644;TRINITY_DN20374_c0_g1_i34;6.79;1.8873;0.000255;0.00157;CUCM1_CUCME
645;TRINITY_DN2040_c0_g1_i64;-0.951;2.6594;0.00391;0.017;MLH3_ARATH
646;TRINITY_DN2040_c0_g1_i64;-0.951;2.6594;0.00391;0.017;MLH3_ARATH
647;TRINITY_DN2040_c0_g1_i64;-0.951;2.6594;0.00391;0.017;MLH3_ARATH
648;TRINITY_DN2040_c0_g1_i64;-0.951;2.6594;0.00391;0.017;MLH3_ARATH
649;TRINITY_DN2056_c0_g1_i5;-0.432;3.8785;0.00739;0.0307;RVE6_ARATH
650;TRINITY_DN206_c0_g1_i14;-2.24;5.7646;3.26e-07;4.17e-06;ATHB8_ARATH
651;TRINITY_DN2062_c1_g2_i1;1.69;2.8868;3.06e-05;0.000237;COBL4_ARATH
652;TRINITY_DN2062_c1_g4_i1;1.74;4.1822;2.31e-13;1.22e-11;COBL4_ARATH
653;TRINITY_DN2062_c1_g4_i2;2.42;4.5282;7.030000000000001e-21;2.46e-18;COBL4_ARATH
654;TRINITY_DN2084_c0_g1_i32;-1.45;2.4468;0.00195;0.00927;CRK29_ARATH
655;TRINITY_DN2084_c0_g1_i32;-1.45;2.4468;0.00195;0.00927;CRK29_ARATH
656;TRINITY_DN2084_c0_g1_i7;-1.49;3.8659;9.38e-10;2.07e-08;CRK29_ARATH
657;TRINITY_DN2084_c0_g1_i7;-1.49;3.8659;9.38e-10;2.07e-08;CRK29_ARATH
658;TRINITY_DN2084_c0_g1_i7;-1.49;3.8659;9.38e-10;2.07e-08;CRK29_ARATH
659;TRINITY_DN2088_c0_g1_i7;1.27;4.2855;2.94e-11;9.17e-10;FLA11_ARATH
660;TRINITY_DN2088_c0_g1_i7;1.27;4.2855;2.94e-11;9.17e-10;FLA11_ARATH
661;TRINITY_DN2088_c0_g1_i7;1.27;4.2855;2.94e-11;9.17e-10;FLA11_ARATH
662;TRINITY_DN2088_c0_g1_i7;1.27;4.2855;2.94e-11;9.17e-10;FLA11_ARATH
663;TRINITY_DN209_c0_g2_i8;-0.402;3.4985;0.00342;0.0157;THI41_VITVI
664;TRINITY_DN209_c0_g2_i8;-0.402;3.4985;0.00342;0.0157;THI41_VITVI
665;TRINITY_DN209_c0_g2_i8;-0.402;3.4985;0.00342;0.0157;THI41_VITVI
666;TRINITY_DN209_c0_g2_i8;-0.402;3.4985;0.00342;0.0157;THI41_VITVI
667;TRINITY_DN209_c0_g2_i8;-0.402;3.4985;0.00342;0.0157;THI41_VITVI
668;TRINITY_DN21213_c0_g1_i16;-0.877;3.6646;7.65e-06;6.88e-05;RBG4_ARATH
669;TRINITY_DN21213_c0_g1_i16;-0.877;3.6646;7.65e-06;6.88e-05;RBG4_ARATH
670;TRINITY_DN2122_c1_g2_i10;1.39;2.1048;0.00782;0.0309;MGL_ARATH
671;TRINITY_DN2122_c1_g2_i10;1.39;2.1048;0.00782;0.0309;MGL_ARATH
672;TRINITY_DN2136_c0_g1_i16;2.19;4.9254;8.48e-15;6.53e-13;AATP5_ARATH
673;TRINITY_DN2136_c0_g1_i16;2.19;4.9254;8.48e-15;6.53e-13;AATP5_ARATH
674;TRINITY_DN2136_c0_g1_i16;2.19;4.9254;8.48e-15;6.53e-13;AATP5_ARATH
675;TRINITY_DN2136_c0_g1_i20;1.79;4.8414;9.44e-11;2.73e-09;ASD_ARATH
676;TRINITY_DN2136_c0_g1_i20;1.79;4.8414;9.44e-11;2.73e-09;ASD_ARATH
677;TRINITY_DN2136_c0_g1_i20;1.79;4.8414;9.44e-11;2.73e-09;ASD_ARATH
678;TRINITY_DN2136_c0_g1_i20;1.79;4.8414;9.44e-11;2.73e-09;ASD_ARATH
679;TRINITY_DN2136_c0_g1_i20;1.79;4.8414;9.44e-11;2.73e-09;ASD_ARATH
680;TRINITY_DN21374_c0_g1_i2;-2.32;3.2438;3.75e-09;7.23e-08;POLR1_ARATH
681;TRINITY_DN21374_c0_g1_i2;-2.32;3.2438;3.75e-09;7.23e-08;POLR1_ARATH
682;TRINITY_DN21402_c0_g1_i16;-2.55;3.6898;9.22e-13;4.17e-11;HAT14_ARATH
683;TRINITY_DN21402_c0_g1_i16;-2.55;3.6898;9.22e-13;4.17e-11;HAT14_ARATH
684;TRINITY_DN2143_c0_g1_i32;-0.563;4.2832;1.1e-05;9.74e-05;FLK_ARATH
685;TRINITY_DN2143_c0_g1_i32;-0.563;4.2832;1.1e-05;9.74e-05;FLK_ARATH
686;TRINITY_DN21508_c0_g1_i8;-0.919;4.1117;3e-08;4.73e-07;SP1L2_ARATH
687;TRINITY_DN21520_c0_g1_i11;-1.14;3.0143;0.000244;0.00151;POLR1_ARATH
688;TRINITY_DN2164_c0_g1_i43;-2.86;2.3274;1.53e-05;0.000128;NIPA6_ARATH
689;TRINITY_DN2164_c0_g1_i43;-2.86;2.3274;1.53e-05;0.000128;NIPA6_ARATH
690;TRINITY_DN2165_c0_g1_i14;0.658;3.8704;1.53e-05;0.000128;FABH2_CUPWR
691;TRINITY_DN2165_c0_g1_i14;0.658;3.8704;1.53e-05;0.000128;FABH2_CUPWR
692;TRINITY_DN2165_c0_g1_i14;0.658;3.8704;1.53e-05;0.000128;FABH2_CUPWR
693;TRINITY_DN2168_c0_g1_i16;0.459;3.7349;0.00342;0.0157;RT19_PETHY
694;TRINITY_DN2168_c0_g1_i16;0.459;3.7349;0.00342;0.0157;RT19_PETHY
695;TRINITY_DN21681_c0_g1_i17;-0.429;4.4513;0.000489;0.00278;AP2L1_ARATH
696;TRINITY_DN21681_c0_g1_i17;-0.429;4.4513;0.000489;0.00278;AP2L1_ARATH
697;TRINITY_DN21681_c0_g1_i17;-0.429;4.4513;0.000489;0.00278;AP2L1_ARATH
698;TRINITY_DN2174_c0_g2_i1;-2.52;8.4069;6.98e-05;0.000501;PDX1_PHAVU
699;TRINITY_DN21761_c0_g1_i29;-1.71;2.7822;6.11e-05;0.000442;POLX_TOBAC
700;TRINITY_DN21761_c0_g1_i29;-1.71;2.7822;6.11e-05;0.000442;POLX_TOBAC
701;TRINITY_DN21761_c0_g1_i29;-1.71;2.7822;6.11e-05;0.000442;POLX_TOBAC
702;TRINITY_DN2177_c0_g1_i11;-2.97;4.2876;7.030000000000001e-21;2.46e-18;NRPB1_ARATH
703;TRINITY_DN2177_c0_g1_i11;-2.97;4.2876;7.030000000000001e-21;2.46e-18;NRPB1_ARATH
704;TRINITY_DN2177_c0_g1_i11;-2.97;4.2876;7.030000000000001e-21;2.46e-18;NRPB1_ARATH
705;TRINITY_DN2177_c0_g1_i11;-2.97;4.2876;7.030000000000001e-21;2.46e-18;NRPB1_ARATH
706;TRINITY_DN2177_c0_g1_i11;-2.97;4.2876;7.030000000000001e-21;2.46e-18;NRPB1_ARATH
707;TRINITY_DN21804_c0_g1_i1;1.05;2.6079;0.00391;0.017;PUB4_ARATH
708;TRINITY_DN21804_c0_g1_i1;1.05;2.6079;0.00391;0.017;PUB4_ARATH
709;TRINITY_DN21804_c0_g1_i1;1.05;2.6079;0.00391;0.017;PUB4_ARATH
710;TRINITY_DN21804_c0_g1_i1;1.05;2.6079;0.00391;0.017;PUB4_ARATH
711;TRINITY_DN2205_c1_g1_i5;-2.86;3.7985;1.45e-14;1.04e-12;RCD1_ARATH
712;TRINITY_DN2205_c1_g2_i1;-1.04;4.2167;1.88e-09;3.87e-08;RCD1_ARATH
713;TRINITY_DN221_c0_g1_i13;1.11;3.5107;3.83e-06;3.7e-05;METK1_SOLTU
714;TRINITY_DN221_c0_g1_i13;1.11;3.5107;3.83e-06;3.7e-05;METK1_SOLTU
715;TRINITY_DN223_c0_g1_i14;-0.445;4.7213;3.05e-06;3.12e-05;FRIP1_ARATH
716;TRINITY_DN22343_c0_g3_i6;1.71;3.5294;5.99e-08;8.84e-07;ACP1_CASGL
717;TRINITY_DN22345_c0_g1_i14;-0.695;2.8971;0.00391;0.017;RSH1L_ARATH
718;TRINITY_DN2237_c0_g2_i11;1.61;5.0669;2.99e-15;2.62e-13;BGL11_ARATH
719;TRINITY_DN2237_c0_g2_i11;1.61;5.0669;2.99e-15;2.62e-13;BGL11_ARATH
720;TRINITY_DN22386_c0_g1_i24;0.612;2.7853;0.00782;0.0309;BH153_ARATH
721;TRINITY_DN22386_c0_g1_i24;0.612;2.7853;0.00782;0.0309;BH153_ARATH
722;TRINITY_DN22481_c0_g1_i5;-1.07;3.4802;7.65e-06;6.88e-05;PIRL6_ARATH
723;TRINITY_DN22481_c0_g1_i5;-1.07;3.4802;7.65e-06;6.88e-05;PIRL6_ARATH
724;TRINITY_DN22481_c0_g1_i5;-1.07;3.4802;7.65e-06;6.88e-05;PIRL6_ARATH
725;TRINITY_DN2258_c0_g1_i3;0.463;4.9446;7.71e-07;9.16e-06;HSP7P_ARATH
726;TRINITY_DN2268_c0_g1_i18;-1.03;3.37;1.53e-05;0.000128;RIK_ARATH
727;TRINITY_DN2268_c0_g1_i18;-1.03;3.37;1.53e-05;0.000128;RIK_ARATH
728;TRINITY_DN2268_c0_g1_i18;-1.03;3.37;1.53e-05;0.000128;RIK_ARATH
729;TRINITY_DN2268_c0_g1_i9;-0.451;3.6766;0.000244;0.00151;RIK_ARATH
730;TRINITY_DN2268_c0_g1_i9;-0.451;3.6766;0.000244;0.00151;RIK_ARATH
731;TRINITY_DN22824_c0_g1_i1;1.01;4.1248;3e-08;4.73e-07;PHO11_ARATH
732;TRINITY_DN22824_c0_g1_i1;1.01;4.1248;3e-08;4.73e-07;PHO11_ARATH
733;TRINITY_DN2285_c0_g1_i1;0.361;4.6231;0.00937;0.0363;ABIL2_ARATH
734;TRINITY_DN2285_c0_g1_i1;0.361;4.6231;0.00937;0.0363;ABIL2_ARATH
735;TRINITY_DN23381_c0_g2_i2;-2.65;3.0552;1.5e-08;2.53e-07;RLF33_ARATH
736;TRINITY_DN23398_c0_g1_i6;-1.9;3.6616;4.69e-10;1.11e-08;TIF6B_ARATH
737;TRINITY_DN23398_c0_g1_i6;-1.9;3.6616;4.69e-10;1.11e-08;TIF6B_ARATH
738;TRINITY_DN23398_c0_g1_i8;-1.32;4.545;5.78e-14;3.5e-12;TIF6B_ARATH
739;TRINITY_DN23398_c0_g1_i8;-1.32;4.545;5.78e-14;3.5e-12;TIF6B_ARATH
740;TRINITY_DN2340_c0_g1_i4;0.683;3.817;0.00073;0.00404;FLA11_ARATH
741;TRINITY_DN2340_c0_g1_i4;0.683;3.817;0.00073;0.00404;FLA11_ARATH
742;TRINITY_DN2340_c0_g1_i4;0.683;3.817;0.00073;0.00404;FLA11_ARATH
743;TRINITY_DN2340_c0_g2_i2;0.505;4.089;0.000145;0.000961;FLA12_ARATH
744;TRINITY_DN2357_c0_g2_i1;-3.32;3.0768;4.69e-10;1.11e-08;CHM1B_ARATH
745;TRINITY_DN2363_c1_g1_i12;-10.0;3.004;1.84e-12;7.75e-11;STK_SOLTU
746;TRINITY_DN2363_c1_g1_i12;-10.0;3.004;1.84e-12;7.75e-11;STK_SOLTU
747;TRINITY_DN23632_c0_g1_i7;2.04;3.0266;9.57e-07;1.06e-05;CCR1_PETHY
748;TRINITY_DN23632_c0_g1_i7;2.04;3.0266;9.57e-07;1.06e-05;CCR1_PETHY
749;TRINITY_DN23632_c0_g1_i7;2.04;3.0266;9.57e-07;1.06e-05;CCR1_PETHY
750;TRINITY_DN23670_c0_g1_i6;-1.83;4.3722;1.81e-15;1.6e-13;AHL17_ARATH
751;TRINITY_DN23670_c0_g1_i6;-1.83;4.3722;1.81e-15;1.6e-13;AHL17_ARATH
752;TRINITY_DN2376_c0_g1_i3;-0.63;4.3663;1.56e-06;1.71e-05;MOCOS_SOLLC
753;TRINITY_DN2376_c0_g1_i3;-0.63;4.3663;1.56e-06;1.71e-05;MOCOS_SOLLC
754;TRINITY_DN2376_c0_g1_i3;-0.63;4.3663;1.56e-06;1.71e-05;MOCOS_SOLLC
755;TRINITY_DN2383_c1_g1_i14;-1.28;4.9822;0.000355;0.00214;PER15_IPOBA
756;TRINITY_DN2383_c1_g1_i14;-1.28;4.9822;0.000355;0.00214;PER15_IPOBA
757;TRINITY_DN2383_c1_g1_i14;-1.28;4.9822;0.000355;0.00214;PER15_IPOBA
758;TRINITY_DN2383_c1_g1_i14;-1.28;4.9822;0.000355;0.00214;PER15_IPOBA
759;TRINITY_DN2383_c1_g1_i14;-1.28;4.9822;0.000355;0.00214;PER15_IPOBA
760;TRINITY_DN2404_c0_g1_i16;1.32;5.1924;2.32e-06;2.4e-05;SCP40_ARATH
761;TRINITY_DN2404_c0_g1_i16;1.32;5.1924;2.32e-06;2.4e-05;SCP40_ARATH
762;TRINITY_DN2418_c0_g3_i3;-1.89;4.4952;7.13e-18;1.18e-15;AZG1_ARATH
763;TRINITY_DN2418_c0_g3_i3;-1.89;4.4952;7.13e-18;1.18e-15;AZG1_ARATH
764;TRINITY_DN2428_c0_g1_i5;-0.57;4.7519;3.7e-08;5.8e-07;ARID2_ARATH
765;TRINITY_DN2434_c0_g1_i14;1.21;5.8755;0.0104;0.0402;PR1_MEDTR
766;TRINITY_DN2434_c0_g1_i14;1.21;5.8755;0.0104;0.0402;PR1_MEDTR
767;TRINITY_DN2434_c0_g1_i14;1.21;5.8755;0.0104;0.0402;PR1_MEDTR
768;TRINITY_DN2434_c0_g1_i14;1.21;5.8755;0.0104;0.0402;PR1_MEDTR
